date,service_name,category,chip_family,region,environment,cost_centre,cost_usd,currency,anomaly_injected,anomaly_reason,resource_id
2026-02-07,Azure Kubernetes Service,Compute,cpu_general,UK South,production,ml-engineering,240.0463,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureKubernetesService/uk-south-001
2026-02-07,Azure Kubernetes Service,Compute,cpu_general,Australia East,production,analytics,222.7543,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureKubernetesService/australia-east-001
2026-02-07,Azure Machine Learning,AI/ML,gpu_training,West Europe,production,finops,473.9737,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureMachineLearning/west-europe-001
2026-02-07,Azure Machine Learning,AI/ML,gpu_training,Southeast Asia,staging,data-platform,379.1377,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureMachineLearning/southeast-asia-001
2026-02-07,Azure Machine Learning,AI/ML,gpu_training,Central India,production,finops,448.1459,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureMachineLearning/central-india-001
2026-02-07,Azure Machine Learning,AI/ML,gpu_training,East US,development,finops,404.028,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureMachineLearning/east-us-001
2026-02-07,Azure OpenAI Service,AI/ML,gpu_inference,Central India,production,analytics,216.5232,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureOpenAIService/central-india-001
2026-02-07,Azure OpenAI Service,AI/ML,gpu_inference,East US,production,analytics,220.6824,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureOpenAIService/east-us-001
2026-02-07,Azure Databricks,Analytics,cpu_general,Central India,production,finops,268.0013,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureDatabricks/central-india-001
2026-02-07,Azure Databricks,Analytics,cpu_general,Southeast Asia,staging,finops,272.9601,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureDatabricks/southeast-asia-001
2026-02-07,Azure Databricks,Analytics,cpu_general,Australia East,staging,finops,305.1463,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureDatabricks/australia-east-001
2026-02-07,Azure Databricks,Analytics,cpu_general,UK South,staging,ml-engineering,276.67,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureDatabricks/uk-south-001
2026-02-07,Azure Synapse Analytics,Analytics,cpu_general,West Europe,development,analytics,153.179,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureSynapseAnalytics/west-europe-001
2026-02-07,Azure Synapse Analytics,Analytics,cpu_general,Central India,staging,data-platform,154.0498,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureSynapseAnalytics/central-india-001
2026-02-07,Azure Synapse Analytics,Analytics,cpu_general,UK South,staging,finops,130.1274,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureSynapseAnalytics/uk-south-001
2026-02-07,Azure Synapse Analytics,Analytics,cpu_general,East US,production,ml-engineering,153.5673,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureSynapseAnalytics/east-us-001
2026-02-07,Azure Data Factory,Integration,cpu_general,Southeast Asia,production,analytics,65.7104,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureDataFactory/southeast-asia-001
2026-02-07,Azure Data Factory,Integration,cpu_general,East US,production,analytics,66.8043,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureDataFactory/east-us-001
2026-02-07,Azure Data Factory,Integration,cpu_general,Central India,production,cloud-infra,77.58,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureDataFactory/central-india-001
2026-02-07,Azure Data Factory,Integration,cpu_general,UK South,production,cloud-infra,62.5569,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureDataFactory/uk-south-001
2026-02-07,Azure Blob Storage,Storage,storage,Southeast Asia,staging,ml-engineering,458.4695,USD,True,Accidental public container — massive egress from data leak,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureBlobStorage/southeast-asia-001
2026-02-07,Azure Blob Storage,Storage,storage,Central India,staging,finops,420.8583,USD,True,Accidental public container — massive egress from data leak,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureBlobStorage/central-india-001
2026-02-07,Azure Blob Storage,Storage,storage,East US,production,cloud-infra,420.8308,USD,True,Accidental public container — massive egress from data leak,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureBlobStorage/east-us-001
2026-02-07,Azure Data Lake Storage Gen2,Storage,storage,West Europe,production,analytics,136.2152,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureDataLakeStorageGen2/west-europe-001
2026-02-07,Azure Data Lake Storage Gen2,Storage,storage,Australia East,production,data-platform,131.5998,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureDataLakeStorageGen2/australia-east-001
2026-02-07,Azure Data Lake Storage Gen2,Storage,storage,Central India,production,analytics,133.9629,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureDataLakeStorageGen2/central-india-001
2026-02-07,Azure SQL Database,Database,cpu_general,UK South,staging,finops,145.9255,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureSQLDatabase/uk-south-001
2026-02-07,Azure SQL Database,Database,cpu_general,Central India,staging,analytics,131.8457,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureSQLDatabase/central-india-001
2026-02-07,Azure SQL Database,Database,cpu_general,Southeast Asia,production,ml-engineering,128.8019,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureSQLDatabase/southeast-asia-001
2026-02-07,Azure Cosmos DB,Database,cpu_general,Australia East,production,cloud-infra,153.7618,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureCosmosDB/australia-east-001
2026-02-07,Azure Cosmos DB,Database,cpu_general,Central India,production,analytics,157.2606,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureCosmosDB/central-india-001
2026-02-07,Azure Cosmos DB,Database,cpu_general,UK South,staging,finops,208.1045,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureCosmosDB/uk-south-001
2026-02-07,Azure Cosmos DB,Database,cpu_general,Southeast Asia,production,finops,185.1454,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureCosmosDB/southeast-asia-001
2026-02-07,Azure Stream Analytics,Integration,cpu_general,UK South,staging,data-platform,78.3546,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureStreamAnalytics/uk-south-001
2026-02-07,Azure Stream Analytics,Integration,cpu_general,East US,staging,data-platform,78.5558,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureStreamAnalytics/east-us-001
2026-02-07,Azure Stream Analytics,Integration,cpu_general,Central India,production,cloud-infra,91.2366,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureStreamAnalytics/central-india-001
2026-02-07,Azure Functions,Compute,cpu_serverless,Australia East,development,analytics,34.3861,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureFunctions/australia-east-001
2026-02-07,Azure Functions,Compute,cpu_serverless,East US,production,data-platform,34.3903,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureFunctions/east-us-001
2026-02-07,Azure Functions,Compute,cpu_serverless,UK South,development,analytics,32.2718,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureFunctions/uk-south-001
2026-02-07,Azure Functions,Compute,cpu_serverless,Central India,production,finops,32.6131,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureFunctions/central-india-001
2026-02-07,Azure Monitor,Management,cpu_general,East US,production,ml-engineering,60.1029,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureMonitor/east-us-001
2026-02-07,Azure Monitor,Management,cpu_general,Australia East,production,analytics,58.9691,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureMonitor/australia-east-001
2026-02-07,Azure Monitor,Management,cpu_general,West Europe,production,analytics,48.1685,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureMonitor/west-europe-001
2026-02-07,Azure Monitor,Management,cpu_general,UK South,production,finops,57.49,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureMonitor/uk-south-001
2026-02-07,Azure Purview,Governance,cpu_general,East US,production,finops,40.9332,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzurePurview/east-us-001
2026-02-07,Azure Purview,Governance,cpu_general,Central India,production,analytics,44.5407,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzurePurview/central-india-001
2026-02-07,Azure Purview,Governance,cpu_general,Australia East,production,cloud-infra,54.4152,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzurePurview/australia-east-001
2026-02-07,Azure Purview,Governance,cpu_general,West Europe,production,data-platform,45.2163,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzurePurview/west-europe-001
2026-02-08,Azure Virtual Machines,Compute,cpu_general,West Europe,production,data-platform,300.0017,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureVirtualMachines/west-europe-001
2026-02-08,Azure Virtual Machines,Compute,cpu_general,Southeast Asia,production,finops,330.4125,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureVirtualMachines/southeast-asia-001
2026-02-08,Azure Virtual Machines,Compute,cpu_general,Australia East,staging,data-platform,319.6026,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureVirtualMachines/australia-east-001
2026-02-08,Azure Virtual Machines,Compute,cpu_general,East US,production,cloud-infra,318.0617,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureVirtualMachines/east-us-001
2026-02-08,Azure Kubernetes Service,Compute,cpu_general,East US,production,data-platform,238.1532,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureKubernetesService/east-us-001
2026-02-08,Azure Kubernetes Service,Compute,cpu_general,Australia East,production,finops,264.4943,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureKubernetesService/australia-east-001
2026-02-08,Azure Machine Learning,AI/ML,gpu_training,Southeast Asia,production,ml-engineering,386.5013,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureMachineLearning/southeast-asia-001
2026-02-08,Azure Machine Learning,AI/ML,gpu_training,Central India,staging,analytics,441.0481,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureMachineLearning/central-india-001
2026-02-08,Azure Machine Learning,AI/ML,gpu_training,East US,production,analytics,393.4537,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureMachineLearning/east-us-001
2026-02-08,Azure OpenAI Service,AI/ML,gpu_inference,Central India,production,analytics,198.959,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureOpenAIService/central-india-001
2026-02-08,Azure OpenAI Service,AI/ML,gpu_inference,East US,production,finops,176.493,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureOpenAIService/east-us-001
2026-02-08,Azure OpenAI Service,AI/ML,gpu_inference,Southeast Asia,production,ml-engineering,184.1329,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureOpenAIService/southeast-asia-001
2026-02-08,Azure OpenAI Service,AI/ML,gpu_inference,UK South,development,data-platform,185.9963,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureOpenAIService/uk-south-001
2026-02-08,Azure Databricks,Analytics,cpu_general,UK South,production,analytics,308.0464,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureDatabricks/uk-south-001
2026-02-08,Azure Databricks,Analytics,cpu_general,Australia East,staging,ml-engineering,306.7351,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureDatabricks/australia-east-001
2026-02-08,Azure Databricks,Analytics,cpu_general,East US,production,finops,257.2639,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureDatabricks/east-us-001
2026-02-08,Azure Synapse Analytics,Analytics,cpu_general,East US,staging,ml-engineering,154.5362,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureSynapseAnalytics/east-us-001
2026-02-08,Azure Synapse Analytics,Analytics,cpu_general,UK South,production,ml-engineering,145.1259,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureSynapseAnalytics/uk-south-001
2026-02-08,Azure Synapse Analytics,Analytics,cpu_general,West Europe,staging,analytics,138.3693,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureSynapseAnalytics/west-europe-001
2026-02-08,Azure Data Factory,Integration,cpu_general,UK South,production,finops,68.3949,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureDataFactory/uk-south-001
2026-02-08,Azure Data Factory,Integration,cpu_general,Central India,development,analytics,67.8856,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureDataFactory/central-india-001
2026-02-08,Azure Data Factory,Integration,cpu_general,East US,production,ml-engineering,83.1159,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureDataFactory/east-us-001
2026-02-08,Azure Blob Storage,Storage,storage,East US,production,cloud-infra,106.1261,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureBlobStorage/east-us-001
2026-02-08,Azure Blob Storage,Storage,storage,Central India,staging,finops,91.2688,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureBlobStorage/central-india-001
2026-02-08,Azure Data Lake Storage Gen2,Storage,storage,Australia East,production,analytics,122.4236,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureDataLakeStorageGen2/australia-east-001
2026-02-08,Azure Data Lake Storage Gen2,Storage,storage,West Europe,production,cloud-infra,138.6933,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureDataLakeStorageGen2/west-europe-001
2026-02-08,Azure Data Lake Storage Gen2,Storage,storage,Southeast Asia,production,data-platform,149.6385,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureDataLakeStorageGen2/southeast-asia-001
2026-02-08,Azure SQL Database,Database,cpu_general,Australia East,development,finops,118.3458,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureSQLDatabase/australia-east-001
2026-02-08,Azure SQL Database,Database,cpu_general,UK South,production,analytics,115.1584,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureSQLDatabase/uk-south-001
2026-02-08,Azure Cosmos DB,Database,cpu_general,Australia East,development,finops,193.7359,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureCosmosDB/australia-east-001
2026-02-08,Azure Cosmos DB,Database,cpu_general,Southeast Asia,production,cloud-infra,173.7657,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureCosmosDB/southeast-asia-001
2026-02-08,Azure Cosmos DB,Database,cpu_general,UK South,production,finops,156.8078,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureCosmosDB/uk-south-001
2026-02-08,Azure Stream Analytics,Integration,cpu_general,Southeast Asia,development,analytics,91.6804,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureStreamAnalytics/southeast-asia-001
2026-02-08,Azure Stream Analytics,Integration,cpu_general,East US,production,data-platform,69.3812,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureStreamAnalytics/east-us-001
2026-02-08,Azure Stream Analytics,Integration,cpu_general,West Europe,staging,finops,87.9437,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureStreamAnalytics/west-europe-001
2026-02-08,Azure Stream Analytics,Integration,cpu_general,Australia East,production,finops,90.2258,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureStreamAnalytics/australia-east-001
2026-02-08,Azure Functions,Compute,cpu_serverless,UK South,production,finops,35.4079,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureFunctions/uk-south-001
2026-02-08,Azure Functions,Compute,cpu_serverless,East US,staging,cloud-infra,30.2957,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureFunctions/east-us-001
2026-02-08,Azure Functions,Compute,cpu_serverless,Australia East,development,finops,33.196,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureFunctions/australia-east-001
2026-02-08,Azure Monitor,Management,cpu_general,Southeast Asia,development,data-platform,54.274,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureMonitor/southeast-asia-001
2026-02-08,Azure Monitor,Management,cpu_general,Central India,production,ml-engineering,59.8108,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureMonitor/central-india-001
2026-02-08,Azure Monitor,Management,cpu_general,West Europe,production,ml-engineering,54.415,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureMonitor/west-europe-001
2026-02-08,Azure Monitor,Management,cpu_general,Australia East,staging,cloud-infra,56.6997,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureMonitor/australia-east-001
2026-02-08,Azure Purview,Governance,cpu_general,Australia East,staging,cloud-infra,40.4579,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzurePurview/australia-east-001
2026-02-08,Azure Purview,Governance,cpu_general,Southeast Asia,staging,ml-engineering,46.2499,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzurePurview/southeast-asia-001
2026-02-08,Azure Purview,Governance,cpu_general,West Europe,production,finops,46.979,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzurePurview/west-europe-001
2026-02-08,Azure Purview,Governance,cpu_general,East US,development,data-platform,43.1349,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzurePurview/east-us-001
2026-02-09,Azure Virtual Machines,Compute,cpu_general,Central India,production,finops,441.2958,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureVirtualMachines/central-india-001
2026-02-09,Azure Virtual Machines,Compute,cpu_general,UK South,production,cloud-infra,388.9654,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureVirtualMachines/uk-south-001
2026-02-09,Azure Virtual Machines,Compute,cpu_general,West Europe,production,finops,429.4026,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureVirtualMachines/west-europe-001
2026-02-09,Azure Kubernetes Service,Compute,cpu_general,UK South,staging,analytics,323.4208,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureKubernetesService/uk-south-001
2026-02-09,Azure Kubernetes Service,Compute,cpu_general,West Europe,staging,analytics,392.808,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureKubernetesService/west-europe-001
2026-02-09,Azure Machine Learning,AI/ML,gpu_training,West Europe,production,cloud-infra,553.504,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureMachineLearning/west-europe-001
2026-02-09,Azure Machine Learning,AI/ML,gpu_training,East US,development,ml-engineering,678.7149,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureMachineLearning/east-us-001
2026-02-09,Azure Machine Learning,AI/ML,gpu_training,Australia East,development,cloud-infra,656.0013,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureMachineLearning/australia-east-001
2026-02-09,Azure Machine Learning,AI/ML,gpu_training,Southeast Asia,production,data-platform,621.1901,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureMachineLearning/southeast-asia-001
2026-02-09,Azure OpenAI Service,AI/ML,gpu_inference,Australia East,production,finops,310.6668,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureOpenAIService/australia-east-001
2026-02-09,Azure OpenAI Service,AI/ML,gpu_inference,UK South,production,finops,280.4574,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureOpenAIService/uk-south-001
2026-02-09,Azure OpenAI Service,AI/ML,gpu_inference,Southeast Asia,production,data-platform,280.829,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureOpenAIService/southeast-asia-001
2026-02-09,Azure OpenAI Service,AI/ML,gpu_inference,Central India,staging,cloud-infra,271.1926,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureOpenAIService/central-india-001
2026-02-09,Azure Databricks,Analytics,cpu_general,Central India,staging,finops,448.5137,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureDatabricks/central-india-001
2026-02-09,Azure Databricks,Analytics,cpu_general,Southeast Asia,production,analytics,444.3598,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureDatabricks/southeast-asia-001
2026-02-09,Azure Databricks,Analytics,cpu_general,East US,staging,ml-engineering,388.0766,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureDatabricks/east-us-001
2026-02-09,Azure Synapse Analytics,Analytics,cpu_general,Southeast Asia,production,cloud-infra,196.7589,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureSynapseAnalytics/southeast-asia-001
2026-02-09,Azure Synapse Analytics,Analytics,cpu_general,Central India,production,ml-engineering,216.4029,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureSynapseAnalytics/central-india-001
2026-02-09,Azure Data Factory,Integration,cpu_general,East US,development,ml-engineering,93.1434,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureDataFactory/east-us-001
2026-02-09,Azure Data Factory,Integration,cpu_general,UK South,development,finops,99.0068,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureDataFactory/uk-south-001
2026-02-09,Azure Data Factory,Integration,cpu_general,Australia East,development,ml-engineering,109.3637,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureDataFactory/australia-east-001
2026-02-09,Azure Blob Storage,Storage,storage,West Europe,production,data-platform,141.2849,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureBlobStorage/west-europe-001
2026-02-09,Azure Blob Storage,Storage,storage,Southeast Asia,production,finops,146.1476,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureBlobStorage/southeast-asia-001
2026-02-09,Azure Data Lake Storage Gen2,Storage,storage,UK South,staging,ml-engineering,184.1634,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureDataLakeStorageGen2/uk-south-001
2026-02-09,Azure Data Lake Storage Gen2,Storage,storage,Southeast Asia,production,ml-engineering,195.7547,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureDataLakeStorageGen2/southeast-asia-001
2026-02-09,Azure SQL Database,Database,cpu_general,East US,development,analytics,158.954,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureSQLDatabase/east-us-001
2026-02-09,Azure SQL Database,Database,cpu_general,Southeast Asia,production,data-platform,184.3818,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureSQLDatabase/southeast-asia-001
2026-02-09,Azure SQL Database,Database,cpu_general,West Europe,production,analytics,197.063,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureSQLDatabase/west-europe-001
2026-02-09,Azure Cosmos DB,Database,cpu_general,East US,development,finops,264.0553,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureCosmosDB/east-us-001
2026-02-09,Azure Cosmos DB,Database,cpu_general,Australia East,production,data-platform,231.4441,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureCosmosDB/australia-east-001
2026-02-09,Azure Stream Analytics,Integration,cpu_general,East US,production,analytics,106.8294,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureStreamAnalytics/east-us-001
2026-02-09,Azure Stream Analytics,Integration,cpu_general,Central India,production,data-platform,131.9318,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureStreamAnalytics/central-india-001
2026-02-09,Azure Functions,Compute,cpu_serverless,Australia East,production,cloud-infra,44.7415,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureFunctions/australia-east-001
2026-02-09,Azure Functions,Compute,cpu_serverless,East US,staging,finops,42.6513,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureFunctions/east-us-001
2026-02-09,Azure Monitor,Management,cpu_general,UK South,production,analytics,79.6144,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureMonitor/uk-south-001
2026-02-09,Azure Monitor,Management,cpu_general,Central India,staging,analytics,82.5629,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureMonitor/central-india-001
2026-02-09,Azure Purview,Governance,cpu_general,Central India,production,finops,59.8093,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzurePurview/central-india-001
2026-02-09,Azure Purview,Governance,cpu_general,Australia East,development,analytics,51.7604,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzurePurview/australia-east-001
2026-02-10,Azure Virtual Machines,Compute,cpu_general,Southeast Asia,production,cloud-infra,471.8983,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureVirtualMachines/southeast-asia-001
2026-02-10,Azure Virtual Machines,Compute,cpu_general,East US,production,data-platform,485.2062,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureVirtualMachines/east-us-001
2026-02-10,Azure Kubernetes Service,Compute,cpu_general,East US,staging,analytics,341.922,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureKubernetesService/east-us-001
2026-02-10,Azure Kubernetes Service,Compute,cpu_general,UK South,staging,ml-engineering,295.405,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureKubernetesService/uk-south-001
2026-02-10,Azure Machine Learning,AI/ML,gpu_training,West Europe,production,analytics,598.2322,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureMachineLearning/west-europe-001
2026-02-10,Azure Machine Learning,AI/ML,gpu_training,UK South,production,ml-engineering,607.7161,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureMachineLearning/uk-south-001
2026-02-10,Azure Machine Learning,AI/ML,gpu_training,Southeast Asia,production,data-platform,637.1603,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureMachineLearning/southeast-asia-001
2026-02-10,Azure Machine Learning,AI/ML,gpu_training,Australia East,production,cloud-infra,640.5432,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureMachineLearning/australia-east-001
2026-02-10,Azure OpenAI Service,AI/ML,gpu_inference,Central India,production,analytics,256.5578,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureOpenAIService/central-india-001
